expedition_duration_days,personnel_count,cargo_weight_kg,medical_supply_level,food_supply_level,fuel_supply_level,equipment_availability,temperature,wind_speed,visibility,distance_from_base_km,communication_status,vehicle_status,emergency_history,inventory_shortage_count,personnel_movement_deviation,previous_incidents,weather_risk_score,risk_score_continuous,risk_level
56,23,829.3,8.1,34.8,72.8,83.4,4.1,53.1,7.86,168.5,46.4,79.6,0,3,10.6,1,33.8,0.4375,MEDIUM
24,19,1583.2,72.7,28.6,71.9,49.7,-10.2,82.8,0.35,512.2,3.9,95.4,0,0,16.82,1,61.0,0.557,HIGH
49,19,1590.0,86.4,45.3,26.3,67.3,-18.5,87.3,3.56,323.4,81.9,27.0,0,0,1.51,0,64.6,0.4425,MEDIUM
32,38,1810.5,14.3,85.7,62.3,37.4,-9.7,48.0,3.03,393.0,22.1,51.0,0,1,10.96,3,45.1,0.4603,MEDIUM
39,7,1276.0,28.8,72.9,61.1,36.9,-15.5,98.6,2.41,315.5,17.6,72.4,1,1,7.17,0,67.8,0.5069,MEDIUM
84,32,2392.6,19.5,47.2,84.0,3.2,-27.2,87.5,13.12,4.0,7.0,15.9,1,3,14.57,0,59.0,0.6525,HIGH
78,36,2752.5,2.7,24.5,13.6,42.4,-37.4,51.0,2.81,688.3,32.8,79.6,0,2,12.53,0,66.5,0.5077,MEDIUM
75,28,853.2,55.3,72.7,19.5,40.8,-23.8,6.9,1.8,110.7,32.6,58.3,0,1,5.07,1,42.5,0.2903,LOW
46,18,2249.1,70.0,85.5,48.6,22.5,-39.5,22.4,7.71,219.1,30.3,15.0,0,1,2.9,1,51.9,0.4673,MEDIUM
116,9,2082.2,64.8,40.0,4.4,24.7,-25.8,77.6,5.06,190.3,59.3,86.8,0,1,32.71,0,64.6,0.5784,HIGH
15,29,1640.8,38.8,66.9,41.6,58.4,-46.2,11.1,3.0,331.4,75.2,42.7,0,1,13.25,1,58.7,0.396,LOW
44,21,687.3,55.5,40.0,78.8,31.8,-21.1,47.0,3.01,160.2,93.8,17.7,0,1,13.02,0,53.0,0.4044,LOW
18,9,2416.4,9.4,47.8,14.9,83.0,-40.3,60.5,5.2,347.0,9.4,19.5,0,3,5.76,0,69.0,0.5654,HIGH
44,17,2887.8,15.4,52.5,46.0,11.1,-37.4,87.8,10.78,243.3,15.0,78.6,1,2,7.96,1,69.5,0.617,HIGH
116,39,2207.2,93.2,77.6,99.0,57.8,-25.1,84.7,15.19,61.2,59.0,93.6,0,4,23.02,0,53.9,0.3535,LOW
47,13,2765.9,76.2,97.8,50.6,16.0,-45.2,76.4,17.07,870.6,9.8,37.8,1,0,10.76,0,63.3,0.696,HIGH
110,10,2954.9,92.3,44.4,49.8,52.8,2.7,40.8,15.05,305.6,37.1,7.9,0,3,23.55,1,20.5,0.3811,LOW
62,29,1153.3,91.7,34.2,55.9,55.3,-28.2,14.2,12.6,95.3,62.5,10.1,0,1,13.28,1,34.7,0.4239,LOW
86,11,1968.9,64.9,37.4,18.6,64.2,-33.9,67.0,18.16,521.5,78.1,65.4,0,2,20.2,2,50.4,0.3823,LOW
58,38,1500.7,92.8,13.4,14.7,42.7,-53.2,18.1,10.44,123.3,21.8,37.1,0,1,1.38,0,57.0,0.4264,LOW
35,35,2961.9,41.7,29.7,67.7,50.9,-4.4,56.1,12.7,773.1,66.8,42.6,0,2,5.5,0,32.0,0.4765,MEDIUM
93,40,417.4,0.4,8.6,39.6,18.1,-17.4,98.1,8.29,61.6,64.6,33.7,1,2,10.61,0,61.6,0.4675,MEDIUM
117,37,1325.3,6.3,42.8,29.0,46.3,-30.0,55.0,6.61,464.6,86.0,46.6,1,1,8.48,0,57.8,0.469,MEDIUM
35,13,2645.3,10.9,16.7,3.1,37.3,-40.3,64.6,6.7,943.8,31.4,64.4,0,3,14.63,0,68.5,0.7634,HIGH
95,11,959.5,9.5,34.6,84.6,66.6,-10.3,67.8,3.05,159.0,75.0,54.1,0,0,2.9,0,52.4,0.4191,LOW
35,16,2395.2,35.2,79.4,3.2,43.5,1.7,83.0,15.95,201.4,75.2,16.4,0,0,2.96,0,34.1,0.3322,LOW
88,21,1240.9,70.1,24.6,75.0,77.9,-32.2,43.5,1.2,600.5,23.9,49.1,1,2,14.25,0,62.1,0.5274,HIGH
96,36,2942.9,79.1,61.2,38.2,42.6,-46.9,49.8,13.53,979.9,62.1,46.1,0,2,19.62,0,59.6,0.5066,MEDIUM
57,31,2668.1,59.0,90.1,59.9,23.6,-48.4,17.6,17.3,385.8,67.5,54.6,0,2,7.92,0,44.7,0.4525,MEDIUM
90,27,1008.8,14.6,56.7,24.8,27.4,-54.6,61.5,10.0,648.6,27.4,11.1,1,1,25.17,1,73.7,0.64,HIGH
36,36,2345.1,74.8,19.4,15.5,4.5,-10.4,29.6,1.5,152.3,45.2,15.4,1,4,29.1,1,41.0,0.5488,HIGH
14,27,1110.0,35.5,34.5,53.3,54.0,3.9,50.8,8.63,641.4,43.6,53.0,0,1,9.83,1,32.0,0.4687,MEDIUM
16,18,1878.1,1.3,59.0,69.6,83.1,4.6,76.7,6.93,252.7,77.4,27.5,0,1,7.7,0,43.2,0.2735,LOW
56,19,2026.7,28.1,50.7,19.5,76.9,-7.9,1.8,19.71,613.3,0.1,62.9,0,1,6.37,1,6.7,0.3691,LOW
109,23,2514.3,33.1,14.9,43.6,43.8,-45.3,56.4,13.86,88.7,50.1,37.3,0,2,5.46,0,60.4,0.4449,MEDIUM
19,7,219.7,27.4,44.7,44.5,19.6,3.7,17.3,14.46,525.0,18.4,22.1,0,1,16.24,0,13.0,0.4761,MEDIUM
57,31,777.4,81.2,54.3,21.6,86.3,-35.3,27.9,10.36,237.4,64.7,65.6,1,2,4.89,2,47.5,0.3422,LOW
86,28,2179.0,76.0,26.7,56.5,5.7,-35.0,3.5,14.22,681.7,68.0,39.4,0,1,4.16,1,33.9,0.471,MEDIUM
28,31,1756.0,69.6,61.2,14.6,39.9,-13.8,16.9,14.48,747.7,50.1,15.8,1,0,5.25,0,22.9,0.5221,HIGH
88,23,1562.5,13.9,7.0,51.0,85.7,-52.1,98.7,1.42,848.1,54.2,80.9,0,1,9.91,0,95.7,0.5016,MEDIUM
40,32,307.3,80.8,33.7,11.3,39.3,-5.5,99.9,4.53,992.4,31.5,43.2,1,4,10.44,0,58.3,0.7498,HIGH
98,39,1142.6,67.7,80.4,48.6,11.8,4.8,72.0,0.36,459.4,31.3,91.5,0,0,15.63,3,49.8,0.5151,HIGH
72,25,2615.5,19.5,25.9,31.2,26.6,-8.5,61.2,10.25,670.6,74.5,19.3,0,2,9.23,0,39.8,0.3989,LOW
68,20,238.0,64.8,60.5,45.2,60.0,-8.1,77.7,17.53,18.4,13.2,87.6,0,0,2.71,1,36.2,0.4494,MEDIUM
25,7,1279.8,48.4,41.0,43.4,15.2,-31.6,89.7,12.23,905.1,77.2,81.6,0,1,7.43,1,64.1,0.4434,MEDIUM
58,32,2843.7,43.9,31.6,90.8,65.5,-51.0,51.9,10.05,615.7,65.5,10.4,0,2,10.09,2,67.7,0.5082,MEDIUM
104,37,295.0,11.2,91.6,49.0,43.8,-7.4,3.5,18.53,421.3,88.4,53.2,0,0,6.05,0,8.4,0.275,LOW
7,29,2286.7,51.8,34.3,81.8,33.4,-19.2,70.9,3.53,434.3,26.0,65.4,1,2,12.5,0,59.4,0.591,HIGH
92,36,884.2,10.0,23.7,22.6,24.1,-0.4,98.5,1.58,758.0,50.6,49.5,0,1,0.78,0,57.8,0.483,MEDIUM
62,35,2619.8,16.4,90.9,35.2,82.3,-48.0,25.8,18.35,833.5,3.9,39.0,0,0,9.16,1,46.0,0.5032,MEDIUM
88,33,2276.3,13.3,74.6,7.5,39.7,-36.7,46.3,18.07,807.9,91.3,94.4,0,1,22.28,0,45.3,0.4407,MEDIUM
81,22,2674.3,95.4,68.2,42.1,73.8,-33.4,36.1,13.69,510.6,67.5,70.1,0,4,19.24,0,44.8,0.3687,LOW
55,7,765.4,28.5,5.0,66.9,44.0,-14.0,39.0,4.99,371.1,62.3,96.6,0,0,11.02,0,42.6,0.4709,MEDIUM
40,4,1664.2,35.5,13.1,83.8,9.2,-7.7,72.1,19.4,945.5,73.3,84.6,0,1,10.36,0,31.6,0.3854,LOW
77,11,2370.9,32.2,63.8,56.6,44.1,2.7,37.8,15.33,634.2,28.4,81.7,0,1,13.78,3,19.1,0.4538,MEDIUM
21,19,850.2,89.8,20.9,64.0,50.8,-37.3,94.1,13.51,543.7,60.4,72.6,0,1,4.2,0,68.2,0.4559,MEDIUM
72,31,807.6,56.3,22.6,17.7,45.8,-25.4,79.0,4.54,598.3,80.1,64.6,0,0,18.2,0,65.4,0.4539,MEDIUM
15,20,227.5,91.9,77.9,3.7,81.6,-53.3,2.8,10.31,629.9,9.0,88.7,0,2,24.67,0,51.9,0.6082,HIGH
80,4,2881.8,30.0,28.6,79.2,91.1,-39.8,81.9,16.47,713.1,95.9,61.3,0,2,9.13,0,62.0,0.2861,LOW
77,11,2173.5,11.5,7.2,16.7,78.7,-32.6,77.3,17.22,553.2,89.2,7.5,0,1,11.01,0,54.2,0.4566,MEDIUM
14,40,1961.3,55.6,3.6,9.1,58.3,-19.4,51.6,11.27,875.4,96.3,58.3,1,1,15.78,1,43.1,0.422,LOW
92,40,2270.4,34.6,44.3,93.8,54.1,-26.7,49.7,10.5,859.7,80.8,10.3,0,0,5.59,1,48.7,0.397,LOW
53,17,1665.1,80.2,61.7,96.4,64.5,-33.1,83.6,13.98,442.3,29.4,94.9,0,1,25.2,1,60.9,0.3704,LOW
96,33,1507.0,87.9,86.9,61.6,28.8,-17.6,42.5,10.61,168.5,58.2,64.7,1,1,32.22,1,39.4,0.4363,MEDIUM
9,30,1431.2,47.3,11.1,37.9,81.2,-5.3,15.9,8.41,576.7,12.0,55.6,0,1,14.59,0,23.9,0.4219,LOW
25,38,1975.3,97.1,19.7,83.3,85.7,-40.5,31.3,1.8,620.7,75.4,19.8,0,0,26.52,0,63.2,0.5648,HIGH
62,36,724.4,55.3,53.0,20.5,26.7,-34.4,26.5,2.61,523.4,15.4,51.6,0,1,3.73,0,56.0,0.5401,HIGH
26,27,2681.0,27.1,36.4,42.9,90.3,-12.7,68.1,15.23,890.6,86.7,34.3,0,2,12.2,0,39.0,0.4125,LOW
43,18,2463.5,48.9,48.3,35.7,84.9,-8.3,17.9,0.59,93.0,24.1,67.5,0,1,1.59,2,36.6,0.295,LOW
81,27,1146.3,3.7,92.4,91.3,42.4,-5.5,64.5,1.14,287.4,16.0,60.4,1,5,7.43,0,50.2,0.6316,HIGH
21,15,1799.0,80.4,54.5,92.0,90.9,-42.4,46.6,18.1,865.8,7.1,49.9,0,0,7.57,0,49.5,0.5445,HIGH
83,16,551.9,10.1,41.5,65.1,12.0,-22.6,84.0,14.11,939.4,71.1,25.3,0,0,6.14,1,53.2,0.5839,HIGH
16,26,2921.2,30.9,98.9,11.1,2.8,-1.0,48.5,0.18,425.9,18.6,52.6,0,1,3.79,0,42.5,0.443,MEDIUM
25,25,2723.2,56.5,6.5,48.2,34.8,-31.5,93.0,6.31,192.6,19.8,46.2,0,2,14.47,0,72.6,0.5421,HIGH
73,25,2777.4,4.3,93.2,24.5,56.5,-29.2,90.0,15.29,420.3,17.0,85.1,0,0,5.23,1,58.6,0.5103,MEDIUM
97,18,1096.7,7.9,50.2,88.5,35.1,4.1,18.5,8.41,456.2,30.6,89.4,0,0,14.49,0,21.0,0.4017,LOW
24,19,632.0,69.6,50.4,13.8,94.2,-48.2,68.6,9.43,519.6,94.1,75.9,1,2,9.62,0,72.3,0.5953,HIGH
39,4,753.6,7.2,92.2,5.4,25.5,-12.7,21.5,9.23,274.4,48.7,32.0,0,0,12.71,1,30.2,0.4305,MEDIUM
112,26,406.5,47.7,50.7,70.4,28.1,-4.0,82.3,4.12,312.6,26.1,3.8,0,1,6.63,2,51.6,0.4911,MEDIUM
119,25,492.3,33.9,43.8,45.3,63.5,-46.0,63.6,14.46,655.6,17.0,92.5,0,1,9.55,2,62.6,0.4759,MEDIUM
72,38,353.2,22.8,27.2,83.8,0.4,-12.1,29.4,2.15,621.8,1.9,99.2,0,0,35.96,1,41.4,0.6242,HIGH
56,22,2971.0,18.9,65.9,7.5,72.8,-26.8,24.9,10.19,662.1,36.5,12.7,0,3,12.42,0,40.5,0.5911,HIGH
45,21,361.1,76.3,57.0,80.1,37.7,-3.8,43.0,3.48,377.3,11.0,68.6,0,3,25.24,0,38.5,0.4857,MEDIUM
76,6,527.7,95.2,21.4,3.7,97.8,-0.6,80.1,1.03,336.5,2.7,42.5,0,1,24.38,2,52.2,0.5405,HIGH
73,11,2507.7,14.0,70.9,2.8,69.1,-2.7,79.6,2.95,351.5,10.3,14.9,0,2,3.18,1,51.1,0.4638,MEDIUM
39,16,1803.7,96.0,64.4,46.1,5.2,-51.1,3.3,17.4,951.2,31.9,99.8,0,0,24.33,1,41.6,0.6021,HIGH
7,17,2357.1,59.5,39.7,22.1,9.3,-9.6,30.2,3.61,395.2,75.1,93.3,1,0,9.55,0,38.0,0.429,MEDIUM
22,17,1948.1,64.2,0.4,59.4,8.8,0.3,42.3,5.64,606.1,6.7,98.3,0,0,7.56,0,32.8,0.5153,HIGH
116,18,2664.2,71.0,44.7,2.6,95.3,-17.7,58.6,2.85,522.8,67.9,14.4,0,1,4.32,0,54.8,0.2824,LOW
53,32,1969.6,70.4,0.6,3.5,68.4,-18.9,15.0,14.74,876.2,62.1,49.2,0,0,3.2,0,25.6,0.4021,LOW
60,8,1638.1,82.0,7.5,72.7,42.8,-52.3,33.5,8.96,369.1,88.2,89.6,0,1,14.2,0,63.6,0.4027,LOW
59,16,2181.3,48.3,43.1,21.0,20.0,-3.6,88.6,18.88,434.1,18.4,67.5,0,2,3.09,0,35.0,0.3654,LOW
95,10,1425.1,53.3,8.2,65.6,87.4,-52.2,47.7,13.32,842.8,79.4,43.5,0,2,14.62,1,63.0,0.5448,HIGH
12,15,1136.3,32.4,27.6,75.0,20.2,-36.2,74.4,10.67,161.0,86.5,51.7,0,2,1.01,0,64.0,0.364,LOW
14,29,1482.8,10.5,65.5,5.9,70.7,0.6,48.5,13.17,594.3,97.6,3.9,0,2,4.65,1,25.5,0.4871,MEDIUM
36,5,633.7,66.5,30.9,77.0,76.3,2.0,46.5,0.9,399.9,80.9,61.2,0,1,8.52,2,40.2,0.4353,MEDIUM
61,16,2420.2,3.4,99.8,26.8,29.5,4.5,62.2,19.02,985.8,12.4,86.0,0,1,10.41,0,23.0,0.4895,MEDIUM
82,4,893.0,27.6,91.6,39.0,50.5,-26.4,25.9,19.13,721.4,94.7,0.3,1,0,4.87,0,29.4,0.4912,MEDIUM
61,39,587.6,9.4,58.5,8.7,22.3,-44.4,25.0,5.6,10.6,81.5,16.0,0,1,3.5,0,59.0,0.5172,HIGH
56,30,852.1,19.1,96.7,83.9,37.9,-25.7,98.9,12.6,839.5,21.2,51.8,1,1,7.8,1,62.6,0.5917,HIGH
113,13,2549.9,63.9,86.8,56.1,96.5,-48.9,86.9,4.12,703.2,16.5,56.1,0,4,6.26,0,85.8,0.4455,MEDIUM
23,11,1091.1,62.8,31.9,50.5,69.3,-2.6,73.8,10.99,561.0,93.6,34.3,0,1,6.93,0,39.0,0.2057,LOW
71,7,2105.2,42.1,75.0,96.9,84.7,-21.4,13.7,15.44,236.1,15.6,2.8,1,0,15.14,0,26.1,0.4638,MEDIUM
67,21,2590.8,9.0,13.7,33.5,54.1,-30.7,3.0,18.8,149.3,77.7,74.4,0,1,21.82,0,24.9,0.2979,LOW
59,31,371.6,43.3,68.5,89.1,23.9,-50.2,17.5,6.85,628.4,40.5,24.3,1,1,7.46,0,59.1,0.5709,HIGH
98,25,2330.3,35.3,49.1,72.0,71.3,-30.7,93.8,13.9,439.9,72.4,64.5,0,1,15.15,0,62.8,0.3666,LOW
35,36,1026.8,72.0,1.7,92.9,50.1,-3.0,81.6,14.36,861.6,9.2,55.9,0,0,6.42,2,37.8,0.5116,HIGH
115,16,767.4,57.9,27.4,90.8,17.7,-12.8,52.3,4.5,262.4,72.5,43.1,1,0,6.02,0,47.0,0.4125,LOW
43,14,2113.4,49.2,95.5,99.1,41.2,-50.1,96.9,12.62,637.5,51.2,59.0,0,1,7.77,0,79.6,0.4014,LOW
68,21,2742.9,48.7,31.6,13.2,63.5,-45.4,14.7,13.14,248.8,90.0,69.5,1,0,19.7,1,46.7,0.3933,LOW
65,11,990.8,96.6,18.1,79.6,73.5,-31.5,55.9,15.31,636.3,18.8,57.2,1,0,2.45,1,48.3,0.4772,MEDIUM
103,40,1771.2,75.6,18.8,80.4,24.3,-48.9,18.3,20.0,48.3,10.9,55.8,0,2,2.12,0,42.0,0.4632,MEDIUM
55,10,976.0,49.7,47.9,64.4,87.6,1.0,30.6,0.9,391.7,19.6,43.6,0,2,28.44,0,34.6,0.4417,MEDIUM
38,21,1729.7,47.9,84.3,27.9,38.0,-15.9,94.0,4.13,172.7,7.9,43.0,1,0,4.74,2,64.3,0.5052,MEDIUM
7,23,1922.3,2.6,75.8,96.5,27.1,-49.3,86.8,2.99,605.9,98.0,49.1,0,2,8.61,2,87.5,0.6123,HIGH
47,6,1889.5,94.3,43.7,20.4,19.5,-7.7,10.2,3.17,316.7,12.3,45.2,0,4,6.88,4,30.2,0.5419,HIGH
100,21,1927.1,31.9,20.9,50.0,80.4,-32.9,25.0,9.14,771.5,20.1,43.9,0,1,24.82,1,46.3,0.6289,HIGH
6,20,535.0,25.6,4.6,52.1,35.4,-40.3,59.5,17.58,114.6,81.0,21.0,0,2,19.56,2,53.2,0.4986,MEDIUM
108,13,2126.6,99.9,46.3,16.2,48.3,-20.8,6.1,9.03,556.2,24.7,72.5,0,2,3.46,0,31.0,0.4512,MEDIUM
67,8,2073.0,71.9,81.5,72.3,22.3,-54.2,55.0,13.4,593.7,22.2,13.3,0,1,10.48,2,66.9,0.5031,MEDIUM
21,5,2095.4,4.7,73.0,8.9,68.6,-27.1,58.4,7.59,22.1,67.2,90.9,0,0,12.54,0,55.7,0.41,LOW
40,4,361.1,6.2,40.9,69.3,78.1,-4.4,29.1,6.46,36.0,39.9,62.5,0,1,14.85,2,30.3,0.4082,LOW
69,21,1423.5,2.6,59.5,84.9,33.9,0.7,29.3,16.7,308.2,83.5,4.9,0,3,1.39,1,14.4,0.4366,MEDIUM
41,7,1315.8,60.0,43.6,34.9,94.5,-34.4,22.9,13.15,609.1,63.8,65.9,0,3,2.11,1,41.6,0.4577,MEDIUM
17,39,397.1,7.2,57.9,70.9,3.1,-16.5,93.6,7.08,962.6,28.8,36.2,0,1,15.6,0,60.9,0.5966,HIGH
82,13,783.7,93.3,51.8,15.7,13.3,-41.4,38.9,18.29,90.8,59.8,93.0,0,0,3.01,2,45.9,0.4472,MEDIUM
82,28,1406.7,93.7,68.1,84.6,58.9,-21.4,58.5,10.02,703.2,86.6,93.6,0,3,12.39,1,48.5,0.3832,LOW
18,28,2267.3,54.6,50.8,95.2,70.1,-39.8,30.2,3.85,692.7,36.4,84.6,0,1,3.64,0,59.7,0.4404,MEDIUM
37,22,825.6,61.7,94.1,15.3,25.1,-20.7,70.3,9.72,669.5,73.6,56.8,0,2,2.26,1,52.5,0.4439,MEDIUM
33,36,2514.8,29.2,42.8,69.2,55.4,-44.7,10.1,13.53,516.1,41.6,91.9,0,1,4.6,0,44.1,0.3773,LOW
81,8,1705.5,6.4,1.6,50.6,31.8,1.5,7.2,7.41,966.8,54.3,65.0,0,2,9.34,1,18.3,0.4526,MEDIUM
89,12,2317.2,73.7,23.6,53.1,55.4,-1.8,74.4,16.89,501.8,73.4,87.5,0,1,12.0,0,31.2,0.32,LOW
89,13,1496.8,10.2,50.1,70.6,65.9,-34.8,72.7,10.71,838.3,6.1,16.0,1,0,13.05,0,62.4,0.5925,HIGH
113,9,1572.7,8.6,54.1,48.9,97.3,-8.4,26.5,9.41,262.5,45.5,90.4,0,2,16.9,1,28.6,0.3749,LOW
94,14,1916.2,31.1,55.2,60.0,45.6,-49.3,35.5,17.19,806.3,9.5,66.2,0,0,4.83,0,51.8,0.4612,MEDIUM
42,15,2794.7,1.2,71.5,23.1,64.8,-10.6,95.7,9.31,996.5,72.5,30.3,1,5,16.25,0,54.6,0.6268,HIGH
17,32,1551.7,43.4,27.5,37.9,57.8,-38.1,10.4,8.35,910.1,60.8,99.8,0,0,10.02,1,45.9,0.4336,MEDIUM
76,15,1656.7,70.8,66.5,86.5,31.8,-46.9,18.3,2.16,304.1,32.7,68.7,1,3,11.21,1,62.8,0.5167,HIGH
111,36,1865.7,80.1,70.4,11.0,25.3,-14.3,43.0,7.31,846.2,7.6,90.8,0,2,38.13,2,41.3,0.6392,HIGH
118,32,2251.9,60.4,41.1,59.8,98.8,-26.8,28.2,8.0,95.3,92.6,0.6,0,4,14.41,0,44.4,0.3222,LOW
31,37,354.8,84.7,40.2,18.4,20.7,-23.2,64.9,3.69,677.7,31.5,55.2,0,1,8.07,1,60.0,0.5408,HIGH
32,7,1619.7,40.7,17.9,84.7,79.0,-23.8,69.1,11.8,342.1,27.5,71.3,0,5,7.06,0,51.7,0.5109,MEDIUM
9,40,1522.5,84.9,41.4,57.9,14.7,-51.4,52.6,2.96,658.7,10.1,1.4,0,1,9.41,0,77.1,0.5827,HIGH
21,26,2776.8,50.6,78.7,40.3,80.4,-51.9,61.1,4.55,412.2,57.7,76.3,0,3,2.58,1,78.4,0.449,MEDIUM
69,40,1556.5,22.3,90.9,25.0,18.6,-18.9,43.3,11.27,9.0,26.6,65.1,0,1,12.38,0,39.8,0.3669,LOW
68,17,1484.7,94.4,59.4,43.7,96.7,-17.6,76.0,5.45,231.3,84.3,27.5,0,4,9.32,0,57.6,0.3852,LOW
48,39,2892.3,27.5,29.9,95.8,68.6,-52.2,4.2,12.83,42.4,68.3,68.9,1,0,11.11,0,48.4,0.3485,LOW
40,25,1434.1,2.6,68.2,50.9,9.0,-32.3,31.3,13.84,427.3,0.4,13.1,0,2,9.99,2,42.1,0.5688,HIGH
101,6,665.5,24.3,74.0,46.9,69.3,-18.2,68.4,6.1,840.1,56.6,82.4,1,0,2.86,1,54.6,0.4127,LOW
58,19,768.2,36.7,33.2,74.6,60.4,-15.6,33.0,1.84,738.0,23.2,86.6,0,1,14.75,1,45.6,0.4113,LOW
98,9,421.3,35.1,82.7,37.9,33.8,-5.3,7.9,9.84,788.9,1.5,48.5,0,1,5.9,0,19.3,0.4487,MEDIUM
116,38,151.6,52.5,7.4,42.7,26.1,-29.8,34.5,1.95,807.2,61.9,50.7,0,1,18.25,0,56.3,0.6318,HIGH
41,15,1381.0,88.3,1.1,33.7,71.9,-22.1,71.1,10.35,371.9,20.5,40.2,0,0,15.62,0,53.0,0.4692,MEDIUM
28,12,2342.3,29.2,12.3,15.1,74.1,-20.3,12.2,14.55,506.0,90.0,34.5,1,0,27.4,1,25.8,0.3058,LOW
115,24,2240.4,52.1,15.6,71.4,32.7,-36.3,72.5,12.44,508.5,57.3,87.3,0,0,9.39,0,61.2,0.483,MEDIUM
78,19,241.6,34.0,87.9,87.3,87.6,-51.8,77.5,9.02,113.2,20.9,30.5,0,2,16.91,1,78.5,0.4377,MEDIUM
38,7,1774.5,82.2,42.5,90.6,26.9,-54.7,63.5,18.92,598.1,97.9,40.3,0,2,29.44,0,63.4,0.5181,HIGH
77,34,589.7,15.8,27.5,88.1,7.0,-4.8,24.4,2.12,720.2,54.6,30.0,0,0,5.48,0,34.4,0.4517,MEDIUM
64,35,2832.1,10.4,42.9,45.2,60.0,-43.0,80.5,17.61,611.0,16.5,65.7,0,3,19.76,3,62.4,0.5982,HIGH
110,31,627.0,50.3,39.5,28.4,10.7,-17.2,21.4,16.02,746.0,51.7,81.4,0,1,14.22,0,25.0,0.5188,HIGH
34,26,1935.9,67.2,30.1,63.8,27.7,-20.4,90.6,8.45,118.9,95.9,16.4,0,1,4.07,0,61.0,0.4146,LOW
120,18,1079.8,79.6,13.8,95.5,50.7,-31.0,70.7,3.14,761.4,42.4,25.5,0,1,8.55,1,68.4,0.4826,MEDIUM
113,24,1978.4,59.0,65.6,72.7,28.6,-5.0,5.5,3.2,208.1,42.5,10.4,0,0,42.02,1,26.6,0.3845,LOW
25,23,1324.9,77.4,13.7,49.5,21.5,-13.1,79.9,18.44,876.8,46.1,16.0,0,1,19.03,0,39.4,0.4462,MEDIUM
24,10,2315.0,39.3,77.5,68.9,70.3,-53.6,50.6,4.75,244.9,28.0,40.7,0,1,13.28,1,75.8,0.6447,HIGH
66,7,807.4,3.3,20.2,77.3,54.7,-8.4,45.3,17.49,492.0,16.2,77.6,0,0,5.61,1,25.1,0.4014,LOW
10,13,2731.5,11.6,73.1,91.9,84.0,-24.6,42.1,10.12,487.3,57.9,54.2,1,1,1.05,2,45.0,0.5295,HIGH
39,20,1575.6,3.9,80.6,76.3,58.1,-34.2,60.7,9.29,268.9,89.4,5.3,0,2,3.05,0,59.5,0.3875,LOW
55,9,2304.9,32.9,12.5,43.3,48.3,-11.4,72.5,12.43,361.7,73.6,62.5,0,1,9.67,1,43.1,0.3439,LOW
117,7,2571.7,49.5,8.7,27.4,26.1,-13.8,89.6,4.38,185.6,9.6,79.5,0,3,9.68,0,60.9,0.5476,HIGH
120,35,2996.7,35.6,95.0,50.0,79.2,-36.4,27.3,8.62,570.1,40.1,39.3,0,2,22.6,0,50.3,0.4488,MEDIUM
22,17,788.2,56.1,46.3,32.8,19.7,4.0,63.1,18.78,913.0,0.5,24.5,0,0,4.53,1,23.6,0.5785,HIGH
108,25,967.6,48.1,63.0,94.3,24.2,-16.1,68.6,4.84,316.6,30.8,76.4,0,0,4.19,0,54.7,0.4696,MEDIUM
15,23,863.7,67.8,2.3,50.8,84.2,-18.7,67.5,18.44,508.1,66.9,2.4,0,0,14.38,0,39.2,0.3906,LOW
91,31,899.2,66.7,27.9,47.2,74.1,-50.8,49.3,19.88,861.9,29.0,81.6,0,0,7.18,0,54.4,0.3763,LOW
103,31,1810.0,31.8,50.5,34.8,61.3,-38.2,39.1,1.13,452.5,84.1,80.4,0,2,7.11,0,65.1,0.3127,LOW
108,14,2981.5,34.6,88.6,63.9,3.9,-28.2,76.2,10.67,831.3,47.7,88.8,0,4,21.11,0,58.8,0.4281,MEDIUM
30,35,2972.3,58.5,27.1,52.0,12.7,-17.2,30.0,3.52,446.4,66.9,8.9,0,1,3.97,3,43.6,0.463,MEDIUM
108,17,1651.3,59.6,77.5,12.9,50.0,-24.2,20.8,12.47,440.2,88.4,10.8,0,0,19.02,2,34.3,0.4271,LOW
18,34,1971.2,31.5,66.2,86.9,74.6,-9.2,54.6,19.79,157.2,68.3,87.3,0,1,13.17,1,26.1,0.2352,LOW
65,18,2600.9,33.0,11.5,35.9,46.4,-39.2,26.8,17.95,125.0,89.7,47.5,0,0,6.6,0,40.5,0.2622,LOW
59,8,2808.9,69.4,29.3,43.3,1.7,-12.9,3.3,18.5,611.5,80.8,39.2,1,0,9.45,0,12.4,0.4222,LOW
41,32,731.0,64.7,23.8,20.6,18.4,-6.0,5.2,4.35,827.3,56.7,57.3,0,1,4.96,2,25.7,0.4289,MEDIUM
7,5,1656.3,13.5,44.3,55.3,58.9,-9.1,69.5,10.89,135.4,29.7,5.9,0,3,8.29,0,42.3,0.4544,MEDIUM
94,32,2523.6,44.1,63.5,70.2,69.4,-8.7,97.3,4.77,910.1,29.8,64.4,0,1,28.38,1,59.4,0.5171,HIGH
43,5,1014.1,89.3,43.3,88.1,3.3,-1.7,45.5,18.0,358.9,87.5,94.5,0,0,5.44,1,19.7,0.3196,LOW
81,11,1403.5,3.6,24.5,5.2,4.3,-49.9,14.7,3.9,425.3,5.4,67.6,0,3,1.84,0,61.6,0.5598,HIGH
